identifier,name_en,scientific_name,major_group,isscaap_group,isscaap
2484,Cero,Scomberomorus regalis,PISCES,"Tunas, bonitos, billfishes",36
11268,Pike icefish,Champsocephalus esox,PISCES,Miscellaneous demersal fishes,34
3368,Wedge sole,Dicologlossa cuneata,PISCES,"Flounders, halibuts, soles",31
12003,Hawaiian ladyfish,Elops hawaiensis,PISCES,Miscellaneous coastal fishes,33
2459,Cusk-eels nei,Genypterus spp,PISCES,Miscellaneous demersal fishes,34
2045,Black dogfish,Centroscyllium fabricii,PISCES,"Sharks, rays, chimaeras",38
11204,Peacock hind,Cephalopholis argus,PISCES,Miscellaneous coastal fishes,33
11208,Yellowfin hind,Cephalopholis hemistiktos,PISCES,Miscellaneous coastal fishes,33
11210,Coral hind,Cephalopholis miniata,PISCES,Miscellaneous coastal fishes,33
11207,Coney,Cephalopholis fulva,PISCES,Miscellaneous coastal fishes,33
11205,Graysby,Cephalopholis cruentata,PISCES,Miscellaneous coastal fishes,33
11048,Grass porgy,Calamus arctifrons,PISCES,Miscellaneous coastal fishes,33
2195,Hong Kong catfish,Clarias fuscus,PISCES,Miscellaneous freshwater fishes,13
3485,West African geryon,Chaceon maritae,CRUSTACEA,"Crabs, sea-spiders",42
2981,"Africa-bighead catfish, hybrid",Clarias gariepinus x C. macrocephalus,PISCES,Miscellaneous freshwater fishes,13
2959,Goldfish,Carassius auratus,PISCES,"Carps, barbels and other cyprinids",11
3104,Carangids nei,Carangidae,PISCES,Miscellaneous pelagic fishes,37
2950,Characins nei,Characidae,PISCES,Miscellaneous freshwater fishes,13
11064,Ghost shark,Callorhinchus milii,PISCES,"Sharks, rays, chimaeras",38
2690,Choro mussel,Choromytilus chorus,MOLLUSCA,Mussels,54
2932,Masu(=Cherry) salmon,Oncorhynchus masou,PISCES,"Salmons, trouts, smelts",23
2897,Chacunda gizzard shad,Anodontostoma chacunda,PISCES,Shads,24
2933,Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",23
11063,Plownose chimaera,Callorhinchus callorynchus,PISCES,"Sharks, rays, chimaeras",38
2416,Blackbelt cichlid,Cichlasoma maculicauda,PISCES,Tilapias and other cichlids,12
3219,Jaguar guapote,Cichlasoma managuense,PISCES,Tilapias and other cichlids,12
2874,Cape elephantfish,Callorhinchus capensis,PISCES,"Sharks, rays, chimaeras",38
2715,Cape Hope squid,Loligo reynaudii,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2091,South American pilchard,Sardinops sagax,PISCES,"Herrings, sardines, anchovies",35
2119,Chars nei,Salvelinus spp,PISCES,"Salmons, trouts, smelts",23
2605,Chilean nylon shrimp,Heterocarpus reedi,CRUSTACEA,"Shrimps, prawns",45
2931,Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",23
11351,NA,Chionobathyscus dewitti,PISCES,Miscellaneous demersal fishes,34
2415,Cichlasoma nei,Cichlasoma spp,PISCES,Tilapias and other cichlids,12
2606,Sawtooth caridina,Caridina denticulata,CRUSTACEA,Freshwater crustaceans,41
11545,Peled,Coregonus peled,PISCES,"Salmons, trouts, smelts",23
3371,Spotted flounder,Citharus linguatula,PISCES,"Flounders, halibuts, soles",31
3223,Mouthbrooding cichlids,Haplochromis spp,PISCES,Tilapias and other cichlids,12
2134,Lake cisco,Coregonus artedi,PISCES,"Salmons, trouts, smelts",23
2564,Citharids nei,Citharidae,PISCES,"Flounders, halibuts, soles",31
18710,Citharinus nei,Citharinus spp,PISCES,Miscellaneous freshwater fishes,13
3215,Cichlids nei,Cichlidae,PISCES,Tilapias and other cichlids,12
3458,Oceanian crayfishes nei,Parastacidae,CRUSTACEA,Freshwater crustaceans,41
2309,Chilean jack mackerel,Trachurus murphyi,PISCES,Miscellaneous pelagic fishes,37
2794,Tule nei,Scirpus spp,PLANTAE AQUATICAE,Miscellaneous aquatic plants,94
18982,Fusiliers nei,Caesionidae,PISCES,Miscellaneous coastal fishes,33
2352,Atlantic croaker,Micropogonias undulatus,PISCES,Miscellaneous coastal fishes,33
2913,Araucanian herring,Strangomera bentincki,PISCES,"Herrings, sardines, anchovies",35
3166,Law croaker,Pseudotolithus senegallus,PISCES,Miscellaneous coastal fishes,33
2351,Whitemouth croaker,Micropogonias furnieri,PISCES,Miscellaneous coastal fishes,33
11050,Pacific porgy,Calamus brachysomus,PISCES,Miscellaneous coastal fishes,33
2363,West African croakers nei,Pseudotolithus spp,PISCES,Miscellaneous coastal fishes,33
3155,Argentine croaker,Umbrina canosai,PISCES,Miscellaneous coastal fishes,33
18760,Atlantic goldeneye tilefish,Caulolatilus chrysops,PISCES,Miscellaneous demersal fishes,34
2101,Black and Caspian Sea sprat,Clupeonella cultriventris,PISCES,Shads,24
3538,Atlantic surf clam,Spisula solidissima,MOLLUSCA,"Clams, cockles, arkshells",56
3547,Northern quahog(=Hard clam),Mercenaria mercenaria,MOLLUSCA,"Clams, cockles, arkshells",56
3340,Lingcod,Ophiodon elongatus,PISCES,Miscellaneous coastal fishes,33
3543,Japanese carpet shell,Ruditapes philippinarum,MOLLUSCA,"Clams, cockles, arkshells",56
13132,Barbeled houndshark,Leptocharias smithii,PISCES,"Sharks, rays, chimaeras",38
3557,Macha clam,Mesodesma donacium,MOLLUSCA,"Clams, cockles, arkshells",56
2197,Mudfish,Clarias anguillaris,PISCES,Miscellaneous freshwater fishes,13
3220,Peacock cichlid,Cichla ocellaris,PISCES,Tilapias and other cichlids,12
2885,"Herrings, sardines nei",Clupeidae,PISCES,"Herrings, sardines, anchovies",35
3534,Ocean quahog,Arctica islandica,MOLLUSCA,"Clams, cockles, arkshells",56
3552,Atl.jackknife(=Atl.razor clam),Ensis directus,MOLLUSCA,"Clams, cockles, arkshells",56
3553,Sand gaper,Mya arenaria,MOLLUSCA,"Clams, cockles, arkshells",56
2696,Stimpson's surf clam,Spisula polynyma,MOLLUSCA,"Clams, cockles, arkshells",56
2073,Clupeoids nei,Clupeoidei,PISCES,"Herrings, sardines, anchovies",35
3540,Venus clams nei,Veneridae,MOLLUSCA,"Clams, cockles, arkshells",56
2725,"Clams, etc. nei",Bivalvia,MOLLUSCA,"Clams, cockles, arkshells",56
2982,North African catfish,Clarias gariepinus,PISCES,Miscellaneous freshwater fishes,13
2708,Asian clam,Corbicula fluminea,MOLLUSCA,Freshwater molluscs,51
2754,Cuban crocodile,Crocodylus rhombifer,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
18194,Commerson's dolphin,Cephalorhynchus commersonii,MAMMALIA,"Sperm-whales, pilot-whales",62
2755,Morelet's crocodile,Crocodylus moreletii,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
2163,Mrigal carp,Cirrhinus mrigala,PISCES,"Carps, barbels and other cyprinids",11
11350,Silver chimaera,Chimaera phantasma,PISCES,"Sharks, rays, chimaeras",38
3555,Japanese corbicula,Corbicula japonica,MOLLUSCA,Freshwater molluscs,51
2869,Rabbit fish,Chimaera monstrosa,PISCES,"Sharks, rays, chimaeras",38
2636,Mediterranean shore crab,Carcinus aestuarii,CRUSTACEA,"Crabs, sea-spiders",42
2270,Snakehead,Channa argus,PISCES,Miscellaneous freshwater fishes,13
2753,New Guinea crocodile,Crocodylus novaeguineae,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
18863,Cnidarians nei,Cnidaria,INVERTEBRATA AQUATICA,Corals,82
3061,Spotted snakehead,Channa punctata,PISCES,Miscellaneous freshwater fishes,13
13689,Bloch's gizzard shad,Nematalosa nasus,PISCES,Shads,24
11354,Whitefin wolf-herring,Chirocentrus nudus,PISCES,"Herrings, sardines, anchovies",35
2207,American conger,Conger oceanicus,PISCES,Miscellaneous demersal fishes,34
3154,Shi drum,Umbrina cirrosa,PISCES,Miscellaneous coastal fishes,33
3535,Common edible cockle,Cerastoderma edule,MOLLUSCA,"Clams, cockles, arkshells",56
2218,Atlantic cod,Gadus morhua,PISCES,"Cods, hakes, haddocks",32
2994,European conger,Conger conger,PISCES,Miscellaneous demersal fishes,34
2118,Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",23
2762,Aka coral,Corallium japonicum,INVERTEBRATA AQUATICA,Corals,82
2763,"Shiro, white coral",Corallium konojoi,INVERTEBRATA AQUATICA,Corals,82
3611,Sardinia coral,Corallium rubrum,INVERTEBRATA AQUATICA,Corals,82
3280,Narrow-barred Spanish mackerel,Scomberomorus commerson,PISCES,"Tunas, bonitos, billfishes",36
3500,Stromboid conchs nei,Strombus spp,MOLLUSCA,"Abalones, winkles, conchs",52
2661,Queen conch,Strombus gigas,MOLLUSCA,"Abalones, winkles, conchs",52
2995,Argentine conger,Conger orbignyanus,PISCES,Miscellaneous demersal fishes,34
11558,Rainbow wrasse,Coris julis,PISCES,Miscellaneous coastal fishes,33
2229,Navaga(=Wachna cod),Eleginus navaga,PISCES,"Cods, hakes, haddocks",32
2993,"Conger eels, etc. nei",Congridae,PISCES,Miscellaneous demersal fishes,34
2693,Cockles nei,Cardiidae,MOLLUSCA,"Clams, cockles, arkshells",56
12393,Slender smooth-hound,Gollum attenuatus,PISCES,"Sharks, rays, chimaeras",38
2894,California pilchard,Sardinops caeruleus,PISCES,"Herrings, sardines, anchovies",35
2837,Lowfin gulper shark,Centrophorus lusitanicus,PISCES,"Sharks, rays, chimaeras",38
2607,Common prawn,Palaemon serratus,CRUSTACEA,"Shrimps, prawns",45
11216,Draughtsboard shark,Cephaloscyllium isabellum,PISCES,"Sharks, rays, chimaeras",38
11014,Chilean grenadier,Coelorinchus chilensis,PISCES,"Cods, hakes, haddocks",32
2650,Marine crabs nei,Brachyura,CRUSTACEA,"Crabs, sea-spiders",42
2632,Blue crab,Callinectes sapidus,CRUSTACEA,"Crabs, sea-spiders",42
3455,Danube crayfish,Astacus leptodactylus,CRUSTACEA,Freshwater crustaceans,41
2627,Edible crab,Cancer pagurus,CRUSTACEA,"Crabs, sea-spiders",42
2635,Green crab,Carcinus maenas,CRUSTACEA,"Crabs, sea-spiders",42
2751,Australian crocodile,Crocodylus johnstoni,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
2752,Nile crocodile,Crocodylus niloticus,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
3462,Jonah crab,Cancer borealis,CRUSTACEA,"Crabs, sea-spiders",42
3460,Atlantic rock crab,Cancer irroratus,CRUSTACEA,"Crabs, sea-spiders",42
3168,Blackmouth croaker,Atrobucca nibe,PISCES,Miscellaneous coastal fishes,33
2609,Crangonid shrimps nei,Crangonidae,CRUSTACEA,"Shrimps, prawns",45
2625,Red claw crayfish,Cherax quadricarinatus,CRUSTACEA,Freshwater crustaceans,41
2644,Queen crab,Chionoecetes opilio,CRUSTACEA,"Crabs, sea-spiders",42
2649,Red crab,Chaceon quinquedens,CRUSTACEA,"Crabs, sea-spiders",42
3465,Portunus swimcrabs nei,Portunus spp,CRUSTACEA,"Crabs, sea-spiders",42
2623,Hairy marron crayfish,Cherax tenuimanus,CRUSTACEA,Freshwater crustaceans,41
3487,Marine crustaceans nei,Crustacea,CRUSTACEA,Miscellaneous marine crustaceans,47
3169,Silver croaker,Pennahia argentata,PISCES,Miscellaneous coastal fishes,33
3451,Palinurid spiny lobsters nei,Palinurus spp,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2350,Croakers nei,Micropogonias spp,PISCES,Miscellaneous coastal fishes,33
2362,Yellow croaker,Larimichthys polyactis,PISCES,Miscellaneous coastal fishes,33
2633,Dana swimcrab,Callinectes danae,CRUSTACEA,"Crabs, sea-spiders",42
2670,Hooded oyster,Saccostrea cuccullata,MOLLUSCA,Oysters,53
2150,Pirapatinga,Piaractus brachypomus,PISCES,Miscellaneous freshwater fishes,13
3613,Angel skin coral,Corallium secundum,INVERTEBRATA AQUATICA,Corals,82
3435,Common shrimp,Crangon crangon,CRUSTACEA,"Shrimps, prawns",45
2673,Slipper cupped oyster,Crassostrea iredalei,MOLLUSCA,Oysters,53
2149,Cachama,Colossoma macropomum,PISCES,Miscellaneous freshwater fishes,13
2151,Pacu,Piaractus mesopotamicus,PISCES,Miscellaneous freshwater fishes,13
3410,Crystal shrimp,Penaeus brevirostris,CRUSTACEA,"Shrimps, prawns",45
2187,Bagrid catfish,Chrysichthys nigrodigitatus,PISCES,Miscellaneous freshwater fishes,13
2760,"Hard corals, madrepores nei",Scleractinia,INVERTEBRATA AQUATICA,Corals,82
2186,Black catfishes nei,Chrysichthys spp,PISCES,Miscellaneous freshwater fishes,13
2946,Upsidedown catfishes,Synodontis spp,PISCES,Miscellaneous freshwater fishes,13
3228,Castaneta,Cheilodactylus bergi,PISCES,Miscellaneous demersal fishes,34
3177,Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,33
2711,Common cuttlefish,Sepia officinalis,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3542,Grooved carpet shell,Ruditapes decussatus,MOLLUSCA,"Clams, cockles, arkshells",56
13557,Dusky smooth-hound,Mustelus canis,PISCES,"Sharks, rays, chimaeras",38
2030,Brown smooth-hound,Mustelus henlei,PISCES,"Sharks, rays, chimaeras",38
3561,"Cuttlefish, bobtail squids nei","Sepiidae, Sepiolidae",MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2953,Suckers nei,Catostomidae,PISCES,"Carps, barbels and other cyprinids",11
2980,Torpedo-shaped catfishes nei,Clarias spp,PISCES,Miscellaneous freshwater fishes,13
3544,Pullet carpet shell,Venerupis pullastra,MOLLUSCA,"Clams, cockles, arkshells",56
2164,Catla,Catla catla,PISCES,"Carps, barbels and other cyprinids",11
3649,Gummy shark,Mustelus antarcticus,PISCES,"Sharks, rays, chimaeras",38
11317,Streaked gurnard,Chelidonichthys lastoviza,PISCES,Miscellaneous demersal fishes,34
2460,Black cusk-eel,Genypterus maculatus,PISCES,Miscellaneous demersal fishes,34
3258,Red cusk-eel,Genypterus chilensis,PISCES,Miscellaneous demersal fishes,34
10294,Caspian shad,Alosa caspia,PISCES,Shads,24
3622,Japanese sea cucumber,Apostichopus japonicus,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
3225,Cunner,Tautogolabrus adspersus,PISCES,Miscellaneous coastal fishes,33
11168,Banded yellowfish,Centriscops humerosus,PISCES,Miscellaneous demersal fishes,34
3257,Pink cusk-eel,Genypterus blacodes,PISCES,Miscellaneous demersal fishes,34
3269,"Hairtails, scabbardfishes nei",Trichiuridae,PISCES,Miscellaneous demersal fishes,34
11666,NA,Curimata cyprinoides,PISCES,Miscellaneous freshwater fishes,13
2770,Sea cucumbers nei,Holothuroidea,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
18728,Tanner crab,Chionoecetes bairdi,CRUSTACEA,"Crabs, sea-spiders",42
3112,Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,37
19041,Chocolate hind,Cephalopholis boenak,PISCES,Miscellaneous coastal fishes,33
6290,Sculptured shrimps nei,Sclerocrangon spp,CRUSTACEA,"Shrimps, prawns",45
19505,Shortnose greeneye,Chlorophthalmus agassizi,PISCES,Miscellaneous demersal fishes,34
18579,"Grenadiers, whiptails nei",Coryphaenoides spp,PISCES,"Cods, hakes, haddocks",32
11609,Karanteen seabream,Crenidens crenidens,PISCES,Miscellaneous coastal fishes,33
19120,Mola rock crab,Cancer edwardsii,CRUSTACEA,"Crabs, sea-spiders",42
20574,NA,Chrysaora plocamia,INVERTEBRATA AQUATICA,Miscellaneous aquatic invertebrates,77
6611,Red snow crab,Chionoecetes japonicus,CRUSTACEA,"Crabs, sea-spiders",42
3644,Redfish,Centroberyx affinis,PISCES,Miscellaneous demersal fishes,34
19057,Red pike conger,Cynoponticus coniceps,PISCES,Miscellaneous demersal fishes,34
3113,Bar jack,Caranx ruber,PISCES,Miscellaneous pelagic fishes,37
11118,Bigeye trevally,Caranx sexfasciatus,PISCES,Miscellaneous pelagic fishes,37
6115,Volutes nei,Cymbium spp,MOLLUSCA,"Abalones, winkles, conchs",52
3188,Black musselcracker,Cymatoceps nasutus,PISCES,Miscellaneous coastal fishes,33
2039,Portuguese dogfish,Centroscymnus coelolepis,PISCES,"Sharks, rays, chimaeras",38
2040,Longnose velvet dogfish,Centroscymnus crepidater,PISCES,"Sharks, rays, chimaeras",38
11201,Plunket shark,Centroscymnus plunketi,PISCES,"Sharks, rays, chimaeras",38
2871,Dark ghost shark,Hydrolagus novaezealandiae,PISCES,"Sharks, rays, chimaeras",38
11200,Roughskin dogfish,Centroscymnus owstoni,PISCES,"Sharks, rays, chimaeras",38
17421,Blue squat lobster,Cervimunida johni,CRUSTACEA,"King crabs, squat-lobsters",44
3361,Common dab,Limanda limanda,PISCES,"Flounders, halibuts, soles",31
2077,Dagaas (=Kapenta),"Stolothrissa, Limnothrissa spp",PISCES,Miscellaneous freshwater fishes,13
2909,Chinese gizzard shad,Clupanodon thrissa,PISCES,Shads,24
3594,Bottlenose dolphin,Tursiops truncatus,MAMMALIA,"Sperm-whales, pilot-whales",62
19001,Indo-Pacif. bottlenose dolphin,Tursiops aduncus,MAMMALIA,"Sperm-whales, pilot-whales",62
2841,Birdbeak dogfish,Deania calcea,PISCES,"Sharks, rays, chimaeras",38
11823,Shortfin scad,Decapterus macrosoma,PISCES,Miscellaneous pelagic fishes,37
18239,Clymene dolphin,Stenella clymene,MAMMALIA,"Sperm-whales, pilot-whales",62
2737,Common dolphin,Delphinus delphis,MAMMALIA,"Sperm-whales, pilot-whales",62
3397,Natantian decapods nei,Natantia,CRUSTACEA,"Shrimps, prawns",45
2881,Diadromous clupeoids nei,Clupeoidei,PISCES,Shads,24
19000,Long-beaked common dolphin,Delphinus capensis,MAMMALIA,"Sperm-whales, pilot-whales",62
18214,Dusky dolphin,Lagenorhynchus obscurus,MAMMALIA,"Sperm-whales, pilot-whales",62
3183,Angolan dentex,Dentex angolensis,PISCES,Miscellaneous coastal fishes,33
3182,Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,33
3181,Large-eye dentex,Dentex macrophthalmus,PISCES,Miscellaneous coastal fishes,33
2373,Pink dentex,Dentex gibbosus,PISCES,Miscellaneous coastal fishes,33
2938,Deep-sea smelt,Glossanodon semifasciatus,PISCES,Miscellaneous demersal fishes,34
3180,Dentex nei,Dentex spp,PISCES,Miscellaneous coastal fishes,33
2832,Dogfishes and hounds nei,"Squalidae, Scyliorhinidae",PISCES,"Sharks, rays, chimaeras",38
3639,Red seabroom,Digenea simplex,PLANTAE AQUATICAE,Red seaweeds,92
11849,Painted sweetlips,Diagramma pictum,PISCES,Miscellaneous coastal fishes,33
2834,Picked dogfish,Squalus acanthias,PISCES,"Sharks, rays, chimaeras",38
2831,Dogfish sharks nei,Squalidae,PISCES,"Sharks, rays, chimaeras",38
2034,Dogfishes nei,Squalus spp,PISCES,"Sharks, rays, chimaeras",38
12686,Sharpnose stingray,Himantura gerrardi,PISCES,"Sharks, rays, chimaeras",38
18236,Indo-Pac. hump-backed dolphin,Sousa chinensis,MAMMALIA,"Sperm-whales, pilot-whales",62
11894,South American silver porgy,Diplodus argenteus,PISCES,Miscellaneous coastal fishes,33
3179,Spottail seabream,Diplodus holbrooki,PISCES,Miscellaneous coastal fishes,33
17470,Crocus giant clam,Tridacna crocea,MOLLUSCA,"Clams, cockles, arkshells",56
17471,Elongate giant clam,Tridacna maxima,MOLLUSCA,"Clams, cockles, arkshells",56
3590,Dolphins nei,Delphinidae,MAMMALIA,"Sperm-whales, pilot-whales",62
11935,Fat sleeper,Dormitator maculatus,PISCES,Miscellaneous freshwater fishes,13
19226,Siliceous sponges,Demospongiae,INVERTEBRATA AQUATICA,Sponges,83
2375,Congo dentex,Dentex congoensis,PISCES,Miscellaneous coastal fishes,33
16672,Water fleas,Daphniidae,CRUSTACEA,Freshwater crustaceans,41
2113,Dorab wolf-herring,Chirocentrus dorab,PISCES,"Herrings, sardines, anchovies",35
2908,Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,24
3130,Common dolphinfish,Coryphaena hippurus,PISCES,Miscellaneous pelagic fishes,37
3323,Pacific fat sleeper,Dormitator latifrons,PISCES,Miscellaneous freshwater fishes,13
3548,Donax clams,Donax spp,MOLLUSCA,"Clams, cockles, arkshells",56
2926,Wolf-herrings nei,Chirocentrus spp,PISCES,"Herrings, sardines, anchovies",35
2475,Dogtooth tuna,Gymnosarda unicolor,PISCES,"Tunas, bonitos, billfishes",36
2205,Daggertooth pike conger,Muraenesox cinereus,PISCES,Miscellaneous demersal fishes,34
14732,Granulated catfish,Pterodoras granulosus,PISCES,Miscellaneous freshwater fishes,13
18238,Pantropical spotted dolphin,Stenella attenuata,MAMMALIA,"Sperm-whales, pilot-whales",62
19222,New Zealand smooth skate,Dipturus innominatus,PISCES,"Sharks, rays, chimaeras",38
2598,Deep-water rose shrimp,Parapenaeus longirostris,CRUSTACEA,"Shrimps, prawns",45
19255,Yellownose skate,Zearaja chilensis,PISCES,"Sharks, rays, chimaeras",38
3063,Demersal percomorphs nei,Perciformes,PISCES,Miscellaneous demersal fishes,34
11932,NA,Doraops zuloagai,PISCES,Miscellaneous freshwater fishes,13
19116,Gizzard shad nei,Dorosoma spp,PISCES,Shads,24
2507,Indian driftfish,Ariomma indica,PISCES,Miscellaneous demersal fishes,34
2738,Risso's dolphin,Grampus griseus,MAMMALIA,"Sperm-whales, pilot-whales",62
2359,Boe drum,Pteroscion peli,PISCES,Miscellaneous coastal fishes,33
2343,Sciaenas nei,Sciaena spp,PISCES,Miscellaneous coastal fishes,33
3511,New Zealand dredge oyster,Ostrea lutaria,MOLLUSCA,Oysters,53
18240,Atlantic spotted dolphin,Stenella frontalis,MAMMALIA,"Sperm-whales, pilot-whales",62
18709,Grass-eaters nei,Distichodus spp,PISCES,Miscellaneous freshwater fishes,13
3595,Spinner dolphin,Stenella longirostris,MAMMALIA,"Sperm-whales, pilot-whales",62
2739,Spotted dolphins nei,Stenella spp,MAMMALIA,"Sperm-whales, pilot-whales",62
3596,Striped dolphin,Stenella coeruleoalba,MAMMALIA,"Sperm-whales, pilot-whales",62
