identifier,name_en,scientific_name,major_group,isscaap_group,isscaap
3431,River prawns nei,Macrobrachium spp,CRUSTACEA,Freshwater crustaceans,41
3314,Pacific pompano,Peprilus simillimus,PISCES,Miscellaneous pelagic fishes,37
3414,Sao Paulo shrimp,Penaeus paulensis,CRUSTACEA,"Shrimps, prawns",45
3064,Pelagic percomorphs nei,Perciformes,PISCES,Miscellaneous pelagic fishes,37
3429,"Freshwater prawns, shrimps nei",Palaemonidae,CRUSTACEA,Freshwater crustaceans,41
14234,Fourlined terapon,Pelates quadrilineatus,PISCES,Miscellaneous coastal fishes,33
16599,Carrot squat lobster,Pleuroncodes monodon,CRUSTACEA,"King crabs, squat-lobsters",44
14568,Wenchman,Pristipomoides aquilonaris,PISCES,Miscellaneous coastal fishes,33
14546,Atlantic bigeye,Priacanthus arenatus,PISCES,Miscellaneous coastal fishes,33
19131,NA,Pangasius djambal,PISCES,Miscellaneous freshwater fishes,13
3425,Northern prawn,Pandalus borealis,CRUSTACEA,"Shrimps, prawns",45
2588,Brown tiger prawn,Penaeus esculentus,CRUSTACEA,"Shrimps, prawns",45
2273,Percoids nei,Percoidei,PISCES,Miscellaneous coastal fishes,33
18646,Antarctic octopuses,Pareledone spp,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2608,Giant river prawn,Macrobrachium rosenbergii,CRUSTACEA,Freshwater crustaceans,41
2372,Porgies,Calamus spp,PISCES,Miscellaneous coastal fishes,33
2168,Isok barb,Probarbus jullieni,PISCES,"Carps, barbels and other cyprinids",11
2146,Prochilods nei,Prochilodus spp,PISCES,Miscellaneous freshwater fishes,13
14592,Roudi escolar,Promethichthys prometheus,PISCES,Miscellaneous demersal fishes,34
3227,Parrotfish,Sparisoma cretense,PISCES,Miscellaneous coastal fishes,33
14613,Clearhead icefish,Protosalanx hyalocranius,PISCES,"Salmons, trouts, smelts",23
2790,Laver (Nori),Porphyra tenera,PLANTAE AQUATICAE,Red seaweeds,92
2365,Bobo croaker,Pseudotolithus elongatus,PISCES,Miscellaneous coastal fishes,33
14647,Crocodile shark,Pseudocarcharias kamoharai,PISCES,"Sharks, rays, chimaeras",38
2618,Pink spiny lobster,Palinurus mauritanicus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2129,Pond smelt,Hypomesus olidus,PISCES,"Salmons, trouts, smelts",23
2364,Cassava croaker,Pseudotolithus senegalensis,PISCES,Miscellaneous coastal fishes,33
3409,Northern white shrimp,Penaeus setiferus,CRUSTACEA,"Shrimps, prawns",45
2958,Barbel,Barbus barbus,PISCES,"Carps, barbels and other cyprinids",11
3507,Penguin wing oyster,Pteria penguin,MOLLUSCA,"Pearls, mother-of-pearl, shells",81
2175,Silver barb,Barbonymus gonionotus,PISCES,"Carps, barbels and other cyprinids",11
2009,Pelagic thresher,Alopias pelagicus,PISCES,"Sharks, rays, chimaeras",38
3546,Pacific littleneck clam,Protothaca staminea,MOLLUSCA,"Clams, cockles, arkshells",56
3375,Atlantic puffers nei,Sphoeroides spp,PISCES,Miscellaneous coastal fishes,33
2568,Northern puffer,Sphoeroides maculatus,PISCES,Miscellaneous coastal fishes,33
14763,Spotted barb,Puntius binotatus,PISCES,"Carps, barbels and other cyprinids",11
14768,Olive barb,Systomus sarana,PISCES,"Carps, barbels and other cyprinids",11
3374,Puffers nei,Tetraodontidae,PISCES,Miscellaneous coastal fishes,33
16496,Atlantic ditch shrimp,Palaemonetes varians,CRUSTACEA,"Shrimps, prawns",45
14618,Waigieu seaperch,Psammoperca waigiensis,PISCES,Miscellaneous coastal fishes,33
18727,Starry flounder,Platichthys stellatus,PISCES,"Flounders, halibuts, soles",31
18780,Sawsharks nei,Pristiophorus spp,PISCES,"Sharks, rays, chimaeras",38
2425,Parrotfishes nei,Scaridae,PISCES,Miscellaneous coastal fishes,33
16518,Spot shrimp,Pandalus platyceros,CRUSTACEA,"Shrimps, prawns",45
14516,White crappie,Pomoxis annularis,PISCES,Miscellaneous freshwater fishes,13
18872,Stout beardfish,Polymixia nobilis,PISCES,Miscellaneous demersal fishes,34
14776,Red piranha,Pygocentrus nattereri,PISCES,Miscellaneous freshwater fishes,13
14405,Raphael catfish,Platydoras costatus,PISCES,Miscellaneous freshwater fishes,13
18171,Pygmy sperm whale,Kogia breviceps,MAMMALIA,"Sperm-whales, pilot-whales",62
16514,Coonstripe shrimp,Pandalus hypsinotus,CRUSTACEA,"Shrimps, prawns",45
14740,Red lionfish,Pterois volitans,PISCES,Miscellaneous demersal fishes,34
19410,Sea plume,Pseudopterogorgia elisabethae,INVERTEBRATA AQUATICA,Corals,82
6791,S.Am. freshwater stingrays nei,Potamotrygon spp,PISCES,"Sharks, rays, chimaeras",38
20550,Snowtrouts nei,Schizothorax spp,PISCES,"Carps, barbels and other cyprinids",11
20347,African obscure snakehead,Parachanna obscura,PISCES,Miscellaneous freshwater fishes,13
18284,Yellow sponge,Spongia barbara,INVERTEBRATA AQUATICA,Sponges,83
18285,Glove sponge,Spongia graminea,INVERTEBRATA AQUATICA,Sponges,83
19845,Caml grenadier,Macrourus caml,PISCES,"Cods, hakes, haddocks",32
19887,NA,Prochilodus mariae,PISCES,Miscellaneous freshwater fishes,13
19638,Barcoo grunter,Scortum barcoo,PISCES,Miscellaneous freshwater fishes,13
20449,Freshwater sponge,Spongilla spp,INVERTEBRATA AQUATICA,Sponges,83
19349,Henslow’s swimming crab,Polybius henslowii,CRUSTACEA,"Crabs, sea-spiders",42
6816,Black prochilodus,Prochilodus nigricans,PISCES,Miscellaneous freshwater fishes,13
20239,Giant clams nei,Tridacna spp,MOLLUSCA,"Clams, cockles, arkshells",56
20360,Parachanna snakeheads nei,Parachanna spp,PISCES,Miscellaneous freshwater fishes,13
3523,Queen scallop,Aequipecten opercularis,MOLLUSCA,"Scallops, pectens",55
15408,Longnose spurdog,Squalus blainville,PISCES,"Sharks, rays, chimaeras",38
2324,Queenfishes,Scomberoides spp,PISCES,Miscellaneous pelagic fishes,37
20365,NA,Sargassum spp,PLANTAE AQUATICAE,Brown seaweeds,91
19882,Amazon sailfin catfish,Pterygoplichthys pardalis,PISCES,Miscellaneous freshwater fishes,13
20368,Greenspotted rockfish,Sebastes chlorostictus,PISCES,Miscellaneous demersal fishes,34
20369,Gopher rockfish,Sebastes carnatus,PISCES,Miscellaneous demersal fishes,34
20370,Cowcod,Sebastes levis,PISCES,Miscellaneous demersal fishes,34
20372,Bank rockfish,Sebastes rufus,PISCES,Miscellaneous demersal fishes,34
20373,Spotted spiny dogfish,Squalus suckleyi,PISCES,"Sharks, rays, chimaeras",38
2477,Short mackerel,Rastrelliger brachysoma,PISCES,Miscellaneous pelagic fishes,37
2478,Indian mackerel,Rastrelliger kanagurta,PISCES,Miscellaneous pelagic fishes,37
2849,Rays and skates nei,Rajidae,PISCES,"Sharks, rays, chimaeras",38
2901,Slender rainbow sardine,Dussumieria elopsoides,PISCES,"Herrings, sardines, anchovies",35
2706,Pacific razor clam,Siliqua patula,MOLLUSCA,"Clams, cockles, arkshells",56
2900,Rainbow sardine,Dussumieria acuta,PISCES,"Herrings, sardines, anchovies",35
2066,Spotted ratfish,Hydrolagus colliei,PISCES,"Sharks, rays, chimaeras",38
2476,Indian mackerels nei,Rastrelliger spp,PISCES,Miscellaneous pelagic fishes,37
2705,Solen razor clams nei,Solen spp,MOLLUSCA,"Clams, cockles, arkshells",56
14939,Blackchin guitarfish,Rhinobatos cemiculus,PISCES,"Sharks, rays, chimaeras",38
14955,Common guitarfish,Rhinobatos rhinobatos,PISCES,"Sharks, rays, chimaeras",38
15002,Whitespotted wedgefish,Rhynchobatus australiae,PISCES,"Sharks, rays, chimaeras",38
15003,Giant guitarfish,Rhynchobatus djiddensis,PISCES,"Sharks, rays, chimaeras",38
14961,Straightnose rabbitfish,Rhinochimaera atlantica,PISCES,"Sharks, rays, chimaeras",38
3454,Red swamp crawfish,Procambarus clarkii,CRUSTACEA,Freshwater crustaceans,41
11783,Southern stingray,Dasyatis americana,PISCES,"Sharks, rays, chimaeras",38
11788,Roughtail stingray,Dasyatis centroura,PISCES,"Sharks, rays, chimaeras",38
11800,Longtail stingray,Dasyatis longa,PISCES,"Sharks, rays, chimaeras",38
3165,Red drum,Sciaenops ocellatus,PISCES,Miscellaneous coastal fishes,33
3190,Redbanded seabream,Pagrus auriga,PISCES,Miscellaneous coastal fishes,33
3327,Beaked redfish,Sebastes mentella,PISCES,Miscellaneous demersal fishes,34
3328,Cape redfish,Sebastes capensis,PISCES,Miscellaneous demersal fishes,34
2522,Atlantic redfishes nei,Sebastes spp,PISCES,Miscellaneous demersal fishes,34
3324,Golden redfish,Sebastes marinus,PISCES,Miscellaneous demersal fishes,34
14892,King of herrings,Regalecus glesne,PISCES,Miscellaneous pelagic fishes,37
2590,Redtail prawn,Penaeus penicillatus,CRUSTACEA,"Shrimps, prawns",45
19217,Patagonian redfish,Sebastes oculatus,PISCES,Miscellaneous demersal fishes,34
3191,Red steenbras,Petrus rupestris,PISCES,Miscellaneous coastal fishes,33
3134,Mangrove red snapper,Lutjanus argentimaculatus,PISCES,Miscellaneous coastal fishes,33
6350,Japanese seabream,Pagrus major,PISCES,Miscellaneous coastal fishes,33
14869,Whiteleg skate,Raja taaf,PISCES,"Sharks, rays, chimaeras",38
18730,Darkblotched rockfish,Sebastes crameri,PISCES,Miscellaneous demersal fishes,34
3355,English sole,Pleuronectes vetulus,PISCES,"Flounders, halibuts, soles",31
2158,Kutum,Rutilus frisii,PISCES,"Carps, barbels and other cyprinids",11
12490,Smooth butterfly ray,Gymnura micrura,PISCES,"Sharks, rays, chimaeras",38
12485,Spiny butterfly ray,Gymnura altavela,PISCES,"Sharks, rays, chimaeras",38
12489,California butterfly ray,Gymnura marmorata,PISCES,"Sharks, rays, chimaeras",38
14984,Milk shark,Rhizoprionodon acutus,PISCES,"Sharks, rays, chimaeras",38
3034,Roughhead grenadier,Macrourus berglax,PISCES,"Cods, hakes, haddocks",32
2963,Rhinofishes nei,Labeo spp,PISCES,"Carps, barbels and other cyprinids",11
14985,Brazilian sharpnose shark,Rhizoprionodon lalandii,PISCES,"Sharks, rays, chimaeras",38
2787,Dulse,Palmaria palmata,PLANTAE AQUATICAE,Red seaweeds,92
14988,Caribbean sharpnose shark,Rhizoprionodon porosus,PISCES,"Sharks, rays, chimaeras",38
2820,Atlantic sharpnose shark,Rhizoprionodon terraenovae,PISCES,"Sharks, rays, chimaeras",38
13530,Common mora,Mora moro,PISCES,"Cods, hakes, haddocks",32
14579,Malayan leaffish,Pristolepis fasciata,PISCES,Miscellaneous freshwater fishes,13
2056,White skate,Raja alba,PISCES,"Sharks, rays, chimaeras",38
2051,Blue skate,Raja batis,PISCES,"Sharks, rays, chimaeras",38
2851,Thornback ray,Raja clavata,PISCES,"Sharks, rays, chimaeras",38
2057,Little skate,Raja erinacea,PISCES,"Sharks, rays, chimaeras",38
2054,Small-eyed ray,Raja microocellata,PISCES,"Sharks, rays, chimaeras",38
2854,Shagreen ray,Raja fullonica,PISCES,"Sharks, rays, chimaeras",38
14830,Arctic skate,Raja hyperborea,PISCES,"Sharks, rays, chimaeras",38
2853,Blonde ray,Raja brachyura,PISCES,"Sharks, rays, chimaeras",38
2053,Sandy ray,Raja circularis,PISCES,"Sharks, rays, chimaeras",38
14842,Sailray,Raja lintea,PISCES,"Sharks, rays, chimaeras",38
2852,Spotted ray,Raja montagui,PISCES,"Sharks, rays, chimaeras",38
2855,Cuckoo ray,Raja naevus,PISCES,"Sharks, rays, chimaeras",38
2856,Longnosed skate,Raja oxyrinchus,PISCES,"Sharks, rays, chimaeras",38
2052,Starry ray,Raja radiata,PISCES,"Sharks, rays, chimaeras",38
2055,Undulate ray,Raja undulata,PISCES,"Sharks, rays, chimaeras",38
2858,Round ray,Raja fyllae,PISCES,"Sharks, rays, chimaeras",38
17123,Noah's ark,Arca noae,MOLLUSCA,"Clams, cockles, arkshells",56
15247,Lesser amberjack,Seriola fasciata,PISCES,Miscellaneous pelagic fishes,37
15251,Banded rudderfish,Seriola zonata,PISCES,Miscellaneous pelagic fishes,37
13369,Giant manta,Manta birostris,PISCES,"Sharks, rays, chimaeras",38
18588,Black rockfish,Sebastes melanops,PISCES,Miscellaneous demersal fishes,34
13504,Devil fish,Mobula mobular,PISCES,"Sharks, rays, chimaeras",38
14918,South American catfish,Rhamdia quelen,PISCES,Miscellaneous freshwater fishes,13
3035,Roundnose grenadier,Coryphaenoides rupestris,PISCES,"Cods, hakes, haddocks",32
15252,Blackbanded trevally,Seriolina nigrofasciata,PISCES,Miscellaneous pelagic fishes,37
11083,Pink maomao,Caprodon longimanus,PISCES,Miscellaneous coastal fishes,33
11426,Small scale mud carp,Cirrhinus microlepis,PISCES,"Carps, barbels and other cyprinids",11
18217,Northern right whale dolphin,Lissodelphis borealis,MAMMALIA,"Sperm-whales, pilot-whales",62
3066,Snooks(=Robalos) nei,Centropomus spp,PISCES,Miscellaneous coastal fishes,33
3463,Pacific rock crab,Cancer productus,CRUSTACEA,"Crabs, sea-spiders",42
15026,Vatani rohtee,Rohtee ogilbii,PISCES,"Carps, barbels and other cyprinids",11
14591,Pacific sandperch,Prolatilus jugularis,PISCES,Miscellaneous coastal fishes,33
3018,Rocklings nei,Gaidropsarus spp,PISCES,"Cods, hakes, haddocks",32
3362,Rock sole,Lepidopsetta bilineata,PISCES,"Flounders, halibuts, soles",31
13535,White bass,Morone chrysops,PISCES,Miscellaneous freshwater fishes,13
2381,Red porgy,Pagrus pagrus,PISCES,Miscellaneous coastal fishes,33
18661,Redstripe rockfish,Sebastes proriger,PISCES,Miscellaneous demersal fishes,34
2658,Sea snails,Rapana spp,MOLLUSCA,"Abalones, winkles, conchs",52
14996,Vermilion snapper,Rhomboplites aurorubens,PISCES,Miscellaneous coastal fishes,33
17807,Veined rapa whelk,Rapana venosa,MOLLUSCA,"Abalones, winkles, conchs",52
3653,Commercial top,Trochus niloticus,MOLLUSCA,"Abalones, winkles, conchs",52
17126,Turkey wing,Arca zebra,MOLLUSCA,"Clams, cockles, arkshells",56
2902,Red-eye round herring,Etrumeus teres,PISCES,"Herrings, sardines, anchovies",35
16600,Titi shrimp,Protrachypene precipua,CRUSTACEA,"Shrimps, prawns",45
2611,Royal red shrimp,Pleoticus robustus,CRUSTACEA,"Shrimps, prawns",45
3122,Rainbow runner,Elagatis bipinnulata,PISCES,Miscellaneous pelagic fishes,37
18587,Yelloweye rockfish,Sebastes ruberrimus,PISCES,Miscellaneous demersal fishes,34
19256,Rio skate,Rioraja agassizi,PISCES,"Sharks, rays, chimaeras",38
6785,Piranhas nei,Serrasalmus spp,PISCES,Miscellaneous freshwater fishes,13
2314,Japanese scad,Decapterus maruadsi,PISCES,Miscellaneous pelagic fishes,37
2312,Rough scad,Trachurus lathami,PISCES,Miscellaneous pelagic fishes,37
2527,Red scorpionfish,Scorpaena scrofa,PISCES,Miscellaneous demersal fishes,34
2610,Rock shrimp,Sicyonia brevirostris,CRUSTACEA,"Shrimps, prawns",45
2806,Requiem sharks nei,Carcharhinidae,PISCES,"Sharks, rays, chimaeras",38
3307,Roundscale spearfish,Tetrapturus georgii,PISCES,"Tunas, bonitos, billfishes",36
3193,Goldlined seabream,Rhabdosargus sarba,PISCES,Miscellaneous coastal fishes,33
3195,Daggerhead breams nei,Chrysoblephus spp,PISCES,Miscellaneous coastal fishes,33
19133,Silver rasbora,Rasbora argyrotaenia,PISCES,"Carps, barbels and other cyprinids",11
18241,Rough-toothed dolphin,Steno bredanensis,MAMMALIA,"Sperm-whales, pilot-whales",62
16070,"Grenadiers, rattails nei",Macrouridae,PISCES,"Cods, hakes, haddocks",32
3111,Blue runner,Caranx crysos,PISCES,Miscellaneous pelagic fishes,37
2330,Ruff,Arripis georgianus,PISCES,Miscellaneous coastal fishes,33
3109,Indian scad,Decapterus russelli,PISCES,Miscellaneous pelagic fishes,37
18715,Redbanded rockfish,Sebastes babcocki,PISCES,Miscellaneous demersal fishes,34
18718,Blackgill rockfish,Sebastes melanostomus,PISCES,Miscellaneous demersal fishes,34
18719,China rockfish,Sebastes nebulosus,PISCES,Miscellaneous demersal fishes,34
18720,Northern rockfish,Sebastes polyspinis,PISCES,Miscellaneous demersal fishes,34
18714,Aurora rockfish,Sebastes aurora,PISCES,Miscellaneous demersal fishes,34
19856,Caspian roach,Rutilus caspicus,PISCES,"Carps, barbels and other cyprinids",11
18956,Haffara seabream,Rhabdosargus haffara,PISCES,Miscellaneous coastal fishes,33
18561,Rubyfish,Plagiogeneion rubiginosum,PISCES,Miscellaneous demersal fishes,34
10543,Japanese meagre,Argyrosomus japonicus,PISCES,Miscellaneous coastal fishes,33
2088,Round sardinella,Sardinella aurita,PISCES,"Herrings, sardines, anchovies",35
3341,Sablefish,Anoplopoma fimbria,PISCES,Miscellaneous demersal fishes,34
3583,Caspian seal,Phoca caspica,MAMMALIA,"Eared seals, hair seals, walruses",63
2089,Madeiran sardinella,Sardinella maderensis,PISCES,"Herrings, sardines, anchovies",35
3014,Saffron cod,Eleginus gracilis,PISCES,"Cods, hakes, haddocks",32
2085,Goldstripe sardinella,Sardinella gibbosa,PISCES,"Herrings, sardines, anchovies",35
2414,Blackchin tilapia,Sarotherodon melanotheron,PISCES,Tilapias and other cichlids,12
2499,Atlantic sailfish,Istiophorus albicans,PISCES,"Tunas, bonitos, billfishes",36
2929,Atlantic salmon,Salmo salar,PISCES,"Salmons, trouts, smelts",23
2892,Bali sardinella,Sardinella lemuru,PISCES,"Herrings, sardines, anchovies",35
3260,Sandeels(=Sandlances) nei,Ammodytes spp,PISCES,Miscellaneous coastal fishes,33
3008,Tadpole codling,Salilota australis,PISCES,"Cods, hakes, haddocks",32
3001,Pacific saury,Cololabis saira,PISCES,Miscellaneous pelagic fishes,37
2413,Mango tilapia,Sarotherodon galilaeus,PISCES,Tilapias and other cichlids,12
2903,Scaled sardines,Harengula spp,PISCES,"Herrings, sardines, anchovies",35
3000,Atlantic saury,Scomberesox saurus,PISCES,Miscellaneous pelagic fishes,37
15074,Volga pikeperch,Sander volgensis,PISCES,Miscellaneous freshwater fishes,13
2050,Sawfishes,Pristidae,PISCES,"Sharks, rays, chimaeras",38
3174,Axillary seabream,Pagellus acarne,PISCES,Miscellaneous coastal fishes,33
2524,Bocaccio rockfish,Sebastes paucispinis,PISCES,Miscellaneous demersal fishes,34
3298,Southern bluefin tuna,Thunnus maccoyii,PISCES,"Tunas, bonitos, billfishes",36
2384,Gilthead seabream,Sparus aurata,PISCES,Miscellaneous coastal fishes,33
3085,"Striped bass, hybrid",Morone chrysops x M. saxatilis,PISCES,Miscellaneous freshwater fishes,13
3584,Baikal seal,Phoca sibirica,MAMMALIA,"Eared seals, hair seals, walruses",63
2003,Bluntnose sixgill shark,Hexanchus griseus,PISCES,"Sharks, rays, chimaeras",38
2201,Duckbill catfish,Sorubim lima,PISCES,Miscellaneous freshwater fishes,13
2380,Pargo breams nei,Pagrus spp,PISCES,Miscellaneous coastal fishes,33
18447,Leister,Sarcothalia crispata,PLANTAE AQUATICAE,Red seaweeds,92
3173,Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,33
2377,Saddled seabream,Oblada melanura,PISCES,Miscellaneous coastal fishes,33
2367,"Porgies, seabreams nei",Sparidae,PISCES,Miscellaneous coastal fishes,33
3519,American sea scallop,Placopecten magellanicus,MOLLUSCA,"Scallops, pectens",55
3520,Atlantic bay scallop,Argopecten irradians,MOLLUSCA,"Scallops, pectens",55
2682,Calico scallop,Argopecten gibbus,MOLLUSCA,"Scallops, pectens",55
2629,Blue swimming crab,Portunus pelagicus,CRUSTACEA,"Crabs, sea-spiders",42
3516,Great Atlantic scallop,Pecten maximus,MOLLUSCA,"Scallops, pectens",55
2558,Turbots nei,Scophthalmidae,PISCES,"Flounders, halibuts, soles",31
3525,Weathervane scallop,Patinopecten caurinus,MOLLUSCA,"Scallops, pectens",55
2683,Pacific calico scallop,Argopecten ventricosus,MOLLUSCA,"Scallops, pectens",55
2044,Kitefin shark,Dalatias licha,PISCES,"Sharks, rays, chimaeras",38
2804,"Catsharks, nursehounds nei",Scyliorhinus spp,PISCES,"Sharks, rays, chimaeras",38
3263,White-spotted spinefoot,Siganus canaliculatus,PISCES,Miscellaneous coastal fishes,33
2521,"Scorpionfishes, redfishes nei",Scorpaenidae,PISCES,Miscellaneous demersal fishes,34
2399,Scup,Stenotomus chrysops,PISCES,Miscellaneous coastal fishes,33
3521,Peruvian calico scallop,Argopecten purpuratus,MOLLUSCA,"Scallops, pectens",55
3476,Spinous spider crab,Maja squinado,CRUSTACEA,"Crabs, sea-spiders",42
3213,Scats,Scatophagus spp,PISCES,Miscellaneous coastal fishes,33
3343,Sculpins,Myoxocephalus spp,PISCES,Miscellaneous coastal fishes,33
2678,Scallops nei,Pectinidae,MOLLUSCA,"Scallops, pectens",55
2681,New Zealand scallop,Pecten novaezelandiae,MOLLUSCA,"Scallops, pectens",55
11866,Basketwork eel,Diastobranchus capensis,PISCES,Miscellaneous demersal fishes,34
2826,Narrownose smooth-hound,Mustelus schmitti,PISCES,"Sharks, rays, chimaeras",38
15569,Atlantic lizardfish,Synodus saurus,PISCES,Miscellaneous coastal fishes,33
2031,Starry smooth-hound,Mustelus asterias,PISCES,"Sharks, rays, chimaeras",38
11820,Arrowhead dogfish,Deania profundorum,PISCES,"Sharks, rays, chimaeras",38
2029,Smooth-hounds nei,Mustelus spp,PISCES,"Sharks, rays, chimaeras",38
3107,Scads nei,Decapterus spp,PISCES,Miscellaneous pelagic fishes,37
3585,Bearded seal,Erignathus barbatus,MAMMALIA,"Eared seals, hair seals, walruses",63
2730,Harbour seal,Phoca vitulina,MAMMALIA,"Eared seals, hair seals, walruses",63
15218,Olive rockfish,Sebastes serranoides,PISCES,Miscellaneous demersal fishes,34
2728,South American fur seal,Arctocephalus australis,MAMMALIA,"Eared seals, hair seals, walruses",63
3586,Grey seal,Halichoerus grypus,MAMMALIA,"Eared seals, hair seals, walruses",63
3581,Harp seal,Phoca groenlandica,MAMMALIA,"Eared seals, hair seals, walruses",63
3578,South African fur seal,Arctocephalus pusillus,MAMMALIA,"Eared seals, hair seals, walruses",63
2729,South American sea lion,Otaria flavescens,MAMMALIA,"Eared seals, hair seals, walruses",63
2509,Common warehou,Seriolella brama,PISCES,Miscellaneous demersal fishes,34
3577,Northern fur seal,Callorhinus ursinus,MAMMALIA,"Eared seals, hair seals, walruses",63
3317,Choicy ruff,Seriolella porosa,PISCES,Miscellaneous demersal fishes,34
3318,Silver warehou,Seriolella punctata,PISCES,Miscellaneous demersal fishes,34
15216,Rosy rockfish,Sebastes rosaceus,PISCES,Miscellaneous demersal fishes,34
3582,Ringed seal,Phoca hispida,MAMMALIA,"Eared seals, hair seals, walruses",63
18221,Southern elephant seal,Mirounga leonina,MAMMALIA,"Eared seals, hair seals, walruses",63
2511,White warehou,Seriolella caerulea,PISCES,Miscellaneous demersal fishes,34
3587,Amazonian manatee,Trichechus inunguis,MAMMALIA,Miscellaneous aquatic mammals,64
16094,Violet warehou,Schedophilus velaini,PISCES,Miscellaneous demersal fishes,34
2733,Hooded seal,Cystophora cristata,MAMMALIA,"Eared seals, hair seals, walruses",63
3301,Indo-Pacific sailfish,Istiophorus platypterus,PISCES,"Tunas, bonitos, billfishes",36
15208,Splitnose rockfish,Sebastes diploproa,PISCES,Miscellaneous demersal fishes,34
15209,Greenstriped rockfish,Sebastes elongatus,PISCES,Miscellaneous demersal fishes,34
15059,Sevan trout,Salmo ischchan,PISCES,"Salmons, trouts, smelts",23
15206,Copper rockfish,Sebastes caurinus,PISCES,Miscellaneous demersal fishes,34
15211,Shortbelly rockfish,Sebastes jordani,PISCES,Miscellaneous demersal fishes,34
15217,Korean rockfish,Sebastes schlegeli,PISCES,Miscellaneous demersal fishes,34
15207,Starry rockfish,Sebastes constellatus,PISCES,Miscellaneous demersal fishes,34
15219,Treefish,Sebastes serriceps,PISCES,Miscellaneous demersal fishes,34
3270,Silver scabbardfish,Lepidopus caudatus,PISCES,Miscellaneous demersal fishes,34
15204,Rougheye rockfish,Sebastes aleutianus,PISCES,Miscellaneous demersal fishes,34
15221,Norway redfish,Sebastes viviparus,PISCES,Miscellaneous demersal fishes,34
15213,Vermilion rockfish,Sebastes miniatus,PISCES,Miscellaneous demersal fishes,34
15215,Blue rockfish,Sebastes mystinus,PISCES,Miscellaneous demersal fishes,34
3246,South Georgia icefish,Pseudochaenichthys georgianus,PISCES,Miscellaneous demersal fishes,34
2526,Chilipepper rockfish,Sebastes goodei,PISCES,Miscellaneous demersal fishes,34
2889,American shad,Alosa sapidissima,PISCES,Shads,24
2844,Bramble shark,Echinorhinus brucus,PISCES,"Sharks, rays, chimaeras",38
2079,Pontic shad,Alosa pontica,PISCES,Shads,24
2092,American gizzard shad,Dorosoma cepedianum,PISCES,Shads,24
2083,Hickory shad,Alosa mediocris,PISCES,Shads,24
2595,Shiba shrimp,Metapenaeus joyneri,CRUSTACEA,"Shrimps, prawns",45
2838,Lanternsharks nei,Etmopterus spp,PISCES,"Sharks, rays, chimaeras",38
2803,Blackmouth catshark,Galeus melastomus,PISCES,"Sharks, rays, chimaeras",38
3178,Sharpsnout seabream,Diplodus puntazzo,PISCES,Miscellaneous coastal fishes,33
3427,Sergestid shrimps nei,Sergestidae,CRUSTACEA,"Shrimps, prawns",45
3592,Short-finned pilot whale,Globicephala macrorhynchus,MAMMALIA,"Sperm-whales, pilot-whales",62
2887,Shads nei,Alosa spp,PISCES,Shads,24
15484,Lake Tanganyika sprat,Stolothrissa tanganicae,PISCES,Miscellaneous freshwater fishes,13
3212,African sicklefish,Drepane africana,PISCES,Miscellaneous coastal fishes,33
3283,Pacific sierra,Scomberomorus sierra,PISCES,"Tunas, bonitos, billfishes",36
3058,Silversides(=Sand smelts) nei,Atherinidae,PISCES,Miscellaneous pelagic fishes,37
3082,Mandarin fish,Siniperca chuatsi,PISCES,Miscellaneous freshwater fishes,13
2505,Silver pomfret,Pampus argenteus,PISCES,Miscellaneous pelagic fishes,37
3600,Sei whale,Balaenoptera borealis,MAMMALIA,"Blue-whales, fin-whales",61
2084,Sardinellas nei,Sardinella spp,PISCES,"Herrings, sardines, anchovies",35
2773,Spirulina nei,Spirulina spp,PLANTAE AQUATICAE,Miscellaneous aquatic plants,94
3517,Great Mediterranean scallop,Pecten jacobaeus,MOLLUSCA,"Scallops, pectens",55
15223,Shortspine thornyhead,Sebastolobus alascanus,PISCES,Miscellaneous demersal fishes,34
18585,Longspine thornyhead,Sebastolobus altivelis,PISCES,Miscellaneous demersal fishes,34
2850,Raja rays nei,Raja spp,PISCES,"Sharks, rays, chimaeras",38
3387,Various sharks nei,Selachimorpha (Pleurotremata),PISCES,"Sharks, rays, chimaeras",38
15241,Kissing prochilodus,Semaprochilodus insignis,PISCES,Miscellaneous freshwater fishes,13
2494,Skipjack tuna,Katsuwonus pelamis,PISCES,"Tunas, bonitos, billfishes",36
2575,"Sharks, rays, skates, etc. nei",Elasmobranchii,PISCES,"Sharks, rays, chimaeras",38
3445,Caribbean spiny lobster,Panulirus argus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2379,Santer seabream,Cheimerius nufar,PISCES,Miscellaneous coastal fishes,33
3187,Carpenter seabream,Argyrozona argyrozona,PISCES,Miscellaneous coastal fishes,33
19251,Spanish ling,Molva macrophthalma,PISCES,"Cods, hakes, haddocks",32
2397,Salema,Sarpa salpa,PISCES,Miscellaneous coastal fishes,33
2619,Natal spiny lobster,Palinurus delagoae,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
3452,Common spiny lobster,Palinurus elephas,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
